,username,tweet
28,acunilicali,Onur Şener’in canına kıyan insanlık düşmanlarını lanetliyorum. Bu canilerin ibret olacak en ağır cezayı almalarını diliyorum. Güzel kardeşimin mekanı cennet olsun. Ailesine ve sevenlerine sabır diliyorum. Başımız sağ olsun.. #OnurŞener https://t.co/7ZR7kXyOyJ
29,acunilicali,"Azerbaycan ordusunun kahraman şehitlerine Allah’tan rahmet, kardeş Azerbaycan halkına başsağlığı dilerim. https://t.co/dxJ2F1gYdj"
30,acunilicali,My deepest condolences to the people of the United Kingdom. Rest In Peace Queen Elizabeth https://t.co/liIqybdcfp
31,acunilicali,"What motivates me in ownership of Hull city is your love and I am in love❤️

@hullcity @LambSteve #theTigers #hcafc #HullCity"
32,acunilicali,Everyday I fall more in love with this city… I enjoyed my visit to this beautiful family so much. It is the people what makes you happy when you live somewhere and I see so many lovely people in Hull everytime I am there… https://t.co/SKA8uxPiqD
33,acunilicali,"I need help from my extended @HullCity family! 🙏 I’m looking for a 6-7 bedroom house (my family is also a little bit big!)

I’d like your suggestions for a house for rent or sale in the Hull area. Please email mark.richards@wearehullcity.co.uk with any recommendations. #hcafc"
34,acunilicali,Fifa sıralamasında dünyanın ikinci milli takımının bu Haziran ayında oynadığı son 4 resmi maçta 2 gol 2 asist yapmış bir forvetin Fenerbahçe’ye gelmesi önemli bir olaydır. Bence bu transferi küçümsemek doğru değil küçümseyen de doğru yerde değil..
35,acunilicali,"Michy Batshuayi’nin çok önemli bir transfer olduğunu düşünüyorum, ligimize alışmış çok önemli bir yıldız bence. Transferde emeği geçen herkese teşekkür ederim. Başarılar Michy Batshuayi.. @mbatshuayi https://t.co/nJ8U0FhBdN"
36,acunilicali,"Είμαι πολύ χαρούμενος που πιστεύεις σε αυτή  την ομάδα, την  πόλη και εμάς. Γνωρίζω ότι ήρθες πολύ πρόθυμα και με μεγάλα όνειρα. Δεν έχω καμία αμφιβολία ότι θα ζήσουμε πολλά υπέροχα πράγματα μαζί. Καλώς ήρθες στην οικογένειά μας Έλληνα αδερφέ μου."
37,acunilicali,"I'm so happy that you believe in this team, this city and us. I know that you came very willingly and with big dreams. I have no doubt that we will experience many wonderful things together. Welcome to our family, my Greek brother.

#theTigers #hcafc #HullCity"
38,acunilicali,"Bu takıma, bu şehre ve bize inandığın için çok mutluyum. Çok isteyerek ve büyük hayallerle geldiğini biliyorum. Beraber çok güzel şeyler yaşayacağımızdan şüphem yok. Ailemize hoş geldin benim Yunan kardeşim. 

@pelkas @hullcity https://t.co/zApBRkUj6m"
39,acunilicali,"30 Ağustos Zafer Bayramımızın 100. yıl dönümünü kutluyor, başta Ulu Önder Gazi Mustafa Kemal Atatürk ve silah arkadaşları olmak üzere tüm şehitlerimizi saygı, rahmet ve minnetle anıyorum. https://t.co/hw3FnH3N8w"
40,acunilicali,"MasterChef Türkiye ana kadro ilk bölümüyle bu akşam 20.00’de TV8’de..

@tv8 @TvMasterchef @Danilo_Zanna @chefyalcinkaya @somersivrioglu https://t.co/iDaHCZK2CR"
41,acunilicali,#theTigers #hcafc #HullCity @HullCity https://t.co/1hCKoQUZoV
42,acunilicali,"“%100 Futbol” Rıdvan Dilmen ve Murat Kosova ile yarın akşam başlıyor. ""İstanbulspor - Trabzonspor"" karşılaşmasının devre arası 21.45’te, maç sonu değerlendirmeleri 22.45'te TV8,5'ta.. 

@TV8Bucuk @yuzde100_futbol @RidvanDilmen8 #MuratKosova https://t.co/LlYZQgxO9J"
43,acunilicali,"Fantastic. Children are our future, happy to see Theo and so many kids in our stadium. 

@hullcity #theTigers #hcafc #HullCity https://t.co/mtvIjOZH0n"
44,acunilicali,"Allahyar Sayyadmanesh Bristol’a karşı 

@hullcity #AllahyarSayyadmanesh #theTigers #hcafc #HullCity https://t.co/jioBHOSJt4"
45,acunilicali,@tv8bucuk @yuzde100_futbol @ridvandilmen8 #MuratKosova https://t.co/3t49L0lNOk
46,acunilicali,@HullCity @TV8Bucuk #theTigers #hcafc #HullCity https://t.co/WhQC1qDH7N
47,acunilicali,"Serdar Uzuntaş, Gülşah Saraçoğlu, Yasemin Yılmaz ve Uğurkan Erez ile #DoyaDoyaModa yeni sezon ilk bölüm bugün 16.00’da TV8’de. @tv8 #SerdarUzuntaş #GülşahSaraçoğlu #YaseminYılmaz #UğurkanErez https://t.co/HA7669pYKD"
48,acunilicali,Demokrasimiz ve milletimiz için kendini feda eden kahraman şehitlerimizi saygı ve rahmetle anıyorum. https://t.co/6JYiZYwUEL
49,acunilicali,Seni Fenerbahçe formasıyla görmek çok ama çok güzeldi. Senin futbolunu yine İstanbul’da seyredebilecek olmak tesellim oldu. Dünyada aktif en iyi birkaç 10 numaradan birisin benim için. Heyecanla futbolunu bekliyorum. Büyük başarıların devam etsin güzel insan @M10 https://t.co/i9JJWUuIVw
50,acunilicali,"Welcome to our family Óscar. Bienvenido :)

@hullcity #theTigers #hcafc #HullCity"
51,acunilicali,"The Colombian striker we’ve wanted to see in our team for a long time is now at Hull City. We are very glad to have made this transfer, which has been a long journey with a happy ending. I believe that Óscar will make our fans very happy with the goals he’ll score."
52,acunilicali,Uzun zamandır takımımızda görmek istediğimiz Kolombiyalı golcü artık Hull City’de.. Uzun ama mutlu sonla biten bu transferi gerçekleştirdiğimiz için çok mutluyuz. Óscar’ın atacağı gollerle taraftarımızı çok mutlu edeceğine inanıyorum. Ailemize hoş geldin Óscar. Bienvenido :) https://t.co/4djx0fp5SD
53,acunilicali,"Welcome to our family Doğukan. First I would like to thank my dear friend Ali Şafak Öztürk, the president of Antalyaspor Aziz Çetin and his management very much.

@hullcity @dogukansinik #theTigers #hcafc #HullCity"
54,acunilicali,"I am happy that the young star of Turkish football has joined our large family. I have no doubt that our dear national football player, whom I appreciate very much with his football and character, will make our fans very happy. I wish you a lot of success together."
55,acunilicali,Türk futbolunun genç yıldızının büyük ailemize katılmasının mutluluğunu yaşıyorum. Futbolu ve karakteriyle çok takdir ettiğim değerli milli futbolcumuzun taraftarlarımızı çok mutlu edeceğinden şüphem yok. Birlikte nice başarılar diliyorum. Ailemize hoş geldin Doğukan. https://t.co/U6SPYe8Ta6
56,acunilicali,"Hull City İstanbul’da. Güzel şehirde güzel takım :)

Hull city are in Istanbul. A beautiful team in a beautiful city :)

@HullCity #theTigers #hcafc #HullCity https://t.co/UdhJCJeDpW"
57,acunilicali,@HullCity #theTigers #hcafc #HullCity https://t.co/2IQO3TX69M
58,acunilicali,https://t.co/Kkw33FJpg4
59,acunilicali,"Büyük bir yeteneği Hull City’ye kazandırdığımız için çok mutluyuz. Ailemize hoş geldin Seri.

We are very happy to bring a great talent to Hull City. Welcome to our family Seri.

@HullCity #theTigers #hcafc #HullCity https://t.co/TJaeMMb3pL"
60,acunilicali,"#MasterChefTürkiye yeni sezon birazdan @TV8’de başlıyor..

@tvmasterchef @danilo_zanna @chefyalcinkaya @somersivrioglu #MasterChef #tv8 https://t.co/ZvJlXnZdcU"
61,acunilicali,We are happy that our national football player Ozan Tufan has been transferred to our club. I have full confidence in his abilities and the quality of football. I thank him for choosing to walk this path with us. Welcome to your home Ozan Tufan :)
62,acunilicali,"Milli futbolcumuz Ozan Tufan’ın kulübümüze transferinin mutluluğunu yaşıyoruz. Onun yeteneklerine ve futbol kalitesine sonuna kadar güveniyorum. Bu yolda bizimle beraber yürümeyi seçtiği için çok mutluyuz. Aramıza hoş geldin Ozan :)

@hullcity #theTigers #hcafc #HullCity @Ozan https://t.co/QckfIIMGvC"
63,acunilicali,"Büyük ilginiz için teşekkür ediyoruz. Sizleri seviyoruz.. 

#SurvivorAllStar #Survivor #Survivor2022 #SurvivorTürkiye @survivorturkiye @tv8 https://t.co/25CoRT4AAu"
64,acunilicali,"#SurvivorAllStar büyük finali bu akşam 20.00’de canlı yayınla @tv8’de..

@survivorturkiye
#Survivor
#Survivor2022
#SurvivorTürkiye
#TV8 https://t.co/3YaPOybsTP"
65,acunilicali,"#SurvivorAllStar yarı finali bu akşam 20.00’de canlı yayınla @tv8’de..

@survivorturkiye #Survivor2022 #SurvivorTürkiye #TV8 https://t.co/lQiReMidr2"
66,acunilicali,"Sinemamızın duayen ismi, değerli sanatçımız Cüneyt Arkın’a Allah’tan rahmet, ailesine ve tüm sevenlerine başsağlığı dilerim. #CüneytArkın https://t.co/7CGJYsVinv"
67,acunilicali,@LambSteve I will come visit you :)
68,acunilicali,"Τα κοινά   παιχνίδια  που παίζουν οι ομάδες των δυο χωρών, με ενθουσιάζουν και με κάνουν πολύ χαρούμενο.
Είναι το παράδειγμα μιας όμορφης φιλίας. 

@survivorturkiye @SurvivorGreece #Survivor #Survivor2022 #SurvivorAllStar #SurvivorTürkiye #SurvivorGreece #DominicanRepublic"
69,acunilicali,"İki ülkenin takımlarının beraber oynadığı oyunlar beni çok heyecanlandırıyor ve mutlu ediyor.  Dostluğun güzel bir örneği :) 

I am very excited and happy with the games played by the teams of the two countries together. A good example of friendship :) https://t.co/gXD52eaYa8"
70,acunilicali,"We are very grateful to Corendon Airlines for the support they have given us. Hopefully we are going to fly to the victories with Corendon..

@Corendon_Air @hullcity #theTigers #hcafc #HullCity"
71,acunilicali,Bize verdikleri destekten ötürü Corendon Havayolları’na çok teşekkür ediyoruz. İnşallah Corendon'la zaferlere uçacağız.. https://t.co/HYFaH0FCok
72,acunilicali,"Hem bana hem de Survivor Türkiye yarışmacılarımıza gösterdikleri inanılmaz misafirperverlik için muhteşem taraftarlarımıza, bizi ağırlayan Botanic Inn'e ve ev sahiplerine çok teşekkürler.. 

@HullCity #theTigers #hcafc #HullCity @survivorturkiye"
73,acunilicali,"I would like to thank our amazing fans for the incredible hospitality that they showed me and Survivor Turkey contestants. Special thanks to the Botanic Inn and the landlord and landlady for welcoming us..

UP THE TIGERS ! 

Video:

https://t.co/96fkbZkpHm"
74,acunilicali,https://t.co/WvOSFQBGXE
75,acunilicali,#23NisanUlusalEgemenlikveÇocukBayramı kutlu olsun. Bu güzel günü çocuklara armağan eden Ulu Önder Gazi Mustafa Kemal Atatürk’ü saygı ve özlemle anıyorum. https://t.co/NkIhVPhUwB
76,acunilicali,"Önemli galibiyet :) 

Important win :) 

@HullCity #theTigers #hcafc #HullCity https://t.co/TVteFoXYzJ"
77,acunilicali,"Ülkemizin huzur ve güvenliği için 177 yıldır azim ve özveriyle çalışan Türk Polis Teşkilatı'nı kutluyor, vatan uğruna şehit olan tüm kahraman polislerimizi rahmetle anıyorum.🇹🇷 
#TürkPolisTeşkilatı177Yaşında https://t.co/ZY1hZ1Cqpc"
78,acunilicali,"#AnneninSırrıdırÇocuk ilk bölümüyle bugün 20.00’de TV8’de başlıyor.. 

@anneninsirridir @tv8 @_NTCMedya #TV8 https://t.co/NfDazfyhgm"
79,acunilicali,"18 Mart 1915 Çanakkale Zaferi ve Şehitleri Anma Günü'nün 107. yıl dönümünde Ulu Önder Gazi Mustafa Kemal Atatürk'ü ve tüm şehitlerimizi saygı, minnet ve rahmetle anıyorum. https://t.co/f2zBOPCeIY"
80,acunilicali,"Değerli sanatçımız Füsun Nalan Açın’ın vefat haberini üzüntüyle öğrendim. Kendisine Allah’tan rahmet, sevenlerine, ailesine ve sanat camiasına başsağlığı dilerim. https://t.co/2f3cXewigq"
81,acunilicali,@uabanarchy @HullCity Sağ ol kardeşim :)
82,acunilicali,"Yeni günlük dizimiz “Canım Annem” ilk bölümüyle bugün 14.45’te @TV8’de..

@canimannemtv #CanımAnnem #tv8 https://t.co/7OAF2rllog"
83,acunilicali,"Yeni günlük dizimiz “Canım Annem” ilk bölümüyle yarın 14.45’te @TV8’de.. 

@canimannemtv #CanımAnnem #tv8 https://t.co/Pp3B4HJ2ud"
84,acunilicali,"ONE BIG FAMILY @hullcity

#theTigers #hcafc #HullCity https://t.co/LrtIcOZQay"
85,acunilicali,"Teamwork :) @hullcity 

#theTigers #hcafc #HullCity https://t.co/U8pRkuuB4o"
86,acunilicali,"Sinemamızın duayen ismi, değerli sanatçımız Fatma Girik'e Allah’tan rahmet, ailesine ve tüm sevenlerine başsağlığı dilerim. #FatmaGirik https://t.co/cdDIzFhwIh"
87,acunilicali,"Güzel bir sezon geçirdik. Başta Oğuzhan Koç ve takımından şampiyon yarışmacımız Hasan Koçak'ı, değerli jüri üyelerimizi, ekibimizi ve tüm yarışmacılarımızı gönülden kutluyorum. Sezon boyunca bizi destekleyen izleyicimize teşekkürler.. 

@osesturkiye @tv8 #OSesTürkiye #TV8 https://t.co/a3cDB7LSmr"
88,acunilicali,"Unutulmaz bir akşamdı. Taraftarlarımızın ilgisi beni çok duygulandırdı, güzel bir başlangıç yaptık. Artık çalışma zamanı. Hep beraber nice başarılar için sonuna kadar mücadele edeceğiz. 

@HullCity #theTigers #hcafc #HullCity https://t.co/g67r0DR0fl"
89,acunilicali,"It was an unforgettable night. I am very touched by our fans support, we have made a good start. Now it's time to work. Together we will fight to the end for many successes. #OneFamily https://t.co/TCKOicF72Y"
90,acunilicali,"I had a dream to own a football club in England. Today I am happy that my dream came true. 

İngiltere’de futbol kulübü sahibi olmak hayalimdi. Bugün bu hayalim gerçekleştiği için çok mutluyum. 

@hullcity #theTigers #hcafc #HullCity https://t.co/9Bblfi0RJG"
91,acunilicali,"Geçirdiği trafik kazasında hayatını kaybeden Türk futbolunun ve Konyaspor’un başarılı futbolcusu Ahmet Çalık’a Allah’tan rahmet, yakınlarına ve tüm spor camiasına başsağlığı dilerim.. https://t.co/me9lEqtrHd"
92,acunilicali,"#OSesTürkiye yeni bölümüyle bu akşam saat 20.00'de @tv8'de.. 

@osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc #TV8 https://t.co/TxtZZYfoXD"
93,acunilicali,"Her yılbaşı akşamı bizi zirveye taşıyan seyircimiz, bu yıl da yine en güzel yeni yıl hediyesini verdi. Yanımızda olan tüm sanatçılarımıza, emeği geçen tüm arkadaşlarıma ve bizi yalnız bırakmayan seyircimize çok teşekkür ediyorum.. #OSesTürkiye https://t.co/LVIfKG3dbp"
94,acunilicali,"Eneftio'nun ilk NFT'leri olan All Star NFT'lerini keşfetmek ve avantajlarla dolu bu dünyanın bir parçası olmak için hemen https://t.co/ZqPEru0qem'a kayıt ol. @eneftiotr ‘yi  takip et, NFT dünyasında yerini Eneftio ayrıcalıkları ile al. https://t.co/V7ahwYm7zQ"
95,acunilicali,"Günlük dizimiz “Canım Annem” yakında hafta içi her gün TV8’de.

@tv8 @canimannemtv #TV8 https://t.co/Q0589Nxq8M"
96,acunilicali,"Başrolde Çağatay Ulusoy ile yeni dizimiz “Süslü Korkuluk” yakında TV8’de. 

@tv8 @suslu_korkuluk @cagatayulusoyy #TV8 https://t.co/ETRZoHFFvI"
97,acunilicali,"İşte Survivor All Star Gönüllüler ilk tanıtımı..

@survivorturkiye @tv8 #SurvivorAllStar #SurvivorGönüllüler #Survivor2022 #TV8 https://t.co/hbNqsUWt5u"
98,acunilicali,"İşte Survivor All Star Ünlüler ilk tanıtımı..

@survivorturkiye @tv8 #SurvivorAllStar #SurvivorÜnlüler #Survivor2022 #TV8 https://t.co/Q4tOzWfpV0"
99,acunilicali,"Yeni yıl Exxen’le şenleniyor. Eğlence, macera, komedi, aksiyon, dram, yarışma… Hepsi en iyileri, hepsi en yenileri, hepsi #EXXEN’de..

@exxentr @LeylaileMecnun @gibidizisi @ArabeskKadin @kayahasancan #İlginçBazıOlaylar https://t.co/zh21eY1emI"
100,acunilicali,"Efsane kadrosu ile #OSesTürkiye yılbaşı özel programı 31 Aralık Cuma günü saat 20.00’de @tv8’de..

#yılbaşıözel #osesyılbaşı #tv8 

@osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc https://t.co/sf4Tk5dZdM"
101,acunilicali,"#OSesTürkiye yeni bölümüyle bu akşam saat 20.00'de @tv8'de.. 

@osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc #TV8 https://t.co/8uW4EtjnXQ"
102,acunilicali,"The moment I landed, I felt the great energy of that beautiful city. After I see the Turkish flags on the streets, on Twitter, I am sure that we will become one of the few clubs with very strong ties like a family. I hope that our dreams will come true very soon. 

@HullCity https://t.co/l8IZvwa5cz"
103,acunilicali,"O güzel şehre indiğim anda çok büyük bir enerji hissettim. Şimdi de sokaklarda, Twitter'da, Türk bayraklarını gördüğümde, gerçek bir aile gibi çok güçlü bağları olan birkaç kulüpten biri olacağımızdan eminim. Umarım hayallerimiz çok yakında gerçekleşir. #theTigers #hcafc"
104,acunilicali,Birleşik Krallık İstanbul Başkonsolosu Kenan Poleo’ya misafirperverliği için teşekkür ederim. Çok keyifli bir sohbet oldu. Umarım en yakın zamanda tekrar bir araya geliriz. @KenanPoleo https://t.co/Qp8VkUnvch
105,acunilicali,"I would like to thank the Consul General of United Kingdom in Istanbul, Kenan Poleo, for his hospitality. It was a very pleasant conversation. I hope we will get together as soon as possible. @KenanPoleo https://t.co/0GVBdIxP1y"
106,acunilicali,"İşte #SurvivorAllStar Ünlüler ve Gönüllüler Takımı.. Tüm yarışmacılarımıza başarılar dilerim. 

Ünlüler: https://t.co/yrptuFjM9Q 

Gönüllüler: https://t.co/0iosAVX6Hy 

@survivorturkiye #Survivor #Survivor2022 #SurvivorÜnlülerGönüllüler"
107,acunilicali,#SurvivorAllStar kadrosuna bu sabah sürpriz bir isim dahil oldu. #Survivor2022 Ünlüler-Gönüllüler takımlarını bugün saat 12.00'de açıklıyoruz. Gecikme için özür dileriz. https://t.co/duSVPhz4jF
108,acunilicali,"Nişantaşı Üniversitesi Acunmedya Akademi'de 2. dönem mezunlarımızı vermenin mutluluğunu ve gururunu yaşıyoruz. Tüm mezunlarımıza başarılar diliyorum. Yolunuz açık olsun... 

@acunmedyakademi @NisantasiEdu #acunmedyaakademi https://t.co/pUWPvmeiA9"
109,acunilicali,"Başöğretmen Gazi Mustafa Kemal Atatürk başta olmak üzere, ülkemizin fedakar öğretmenlerinin Öğretmenler Günü kutlu olsun.

#24KasımÖğretmenlerGünü https://t.co/79kqm590Sd"
110,acunilicali,2021 Dünya Superbike (WSBK) şampiyonu olarak bize bir ilki yaşatan Milli motosikletçimiz #ToprakRazgatlıoğlu’nu gönülden tebrik ediyor kendisiyle gurur duyuyorum. 🇹🇷🏆 @toprak_tr54 https://t.co/jt2Hc7xlIP
111,acunilicali,"#OSesTürkiye yeni bölümüyle bu akşam saat 20.00'de @tv8'de..

@osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc #TV8 https://t.co/nuWMdEXnA3"
112,acunilicali,"Thanks for your warm hospitality @HullCity

#theTigers #hcafc #HullCity https://t.co/Trhqr0ayPp"
113,acunilicali,"https://t.co/BHoUTeY9cI

@bazdjcooper @HullCity

#theTigers #hcafc #HullCity https://t.co/fLtMFUK5Dy"
114,acunilicali,"Cumhuriyetimizin kurucusu Ulu Önder Gazi Mustafa Kemal Atatürk’ü vefatının 83. yılında sevgi, saygı ve minnetle anıyorum. #10Kasım https://t.co/UkUThYgaZa"
115,acunilicali,"I hope this process will be completed soon and that my dream turns into a reality. 

@HullCity #theTigers #hcafc #HullCity"
116,acunilicali,I am also blown away by their great support in the away games. Ehab Allam is an exceptional person and was a huge help to us during this period. I would like to extend my deep gratitude and respect to him and his family.
117,acunilicali,"The countdown begins 

May 12th 2021. The first day that I landed in this beautiful city. 
In this very short time, I had so many happy moments and met some great people. During the games, I watched the Hull City supporters with deep admiration. https://t.co/hCCeZ6rv65"
118,acunilicali,Deplasmanlarda gösterdikleri büyük desteğe hayranım. Ehab Allam çok değerli bir insan ve bize bu süreçte çok yardımcı oldu. Ona ve ailesine büyük saygı duyuyorum. Umarım bu süreç kısa zamanda tamamlanır ve benim bu hayalim gerçek olur.
119,acunilicali,"Geri sayım başladı.. 

12 Mayıs 2021. İşte bu güzel şehre ilk ayak bastığım gün.
Kısa sürede çok güzel insanlarla tanıştım, mutluluktan başka hiçbir şey hissetmedim. Maçları seyrederken Hull City taraftarlarını hayranlıkla izliyorum. https://t.co/ggSA6hQWPB"
120,acunilicali,#OSesTürkiye yeni bölümüyle bu akşam saat 20.00'de @tv8'de.. @osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc #TV8 https://t.co/7e0ofHKNhQ
121,acunilicali,Şehrimin şampiyon takımı BB @Erzurumspor'un taraftar token'ı #ERZ Token alım satımları bugün tüm kullanıcılara https://t.co/sz9zIUM41L ’de açıldı! @bitexencom iş birliği ile gerçekleşen ERZ Token token alım satımları Dadaşlarımıza ve takımımıza şimdiden hayırlı olsun! 💙🤍 https://t.co/hZ8SOesXKu
122,acunilicali,"Cumhuriyetimizin 98. yıl dönümünde Ulu Önderimiz Gazi Mustafa Kemal Atatürk’ü, aziz şehitlerimizi ve kahraman gazilerimizi rahmet ve minnetle anıyorum. 29 Ekim Cumhuriyet Bayramımız Kutlu Olsun. https://t.co/BThEf9jwUk"
123,acunilicali,"Erzurumspor’umuz bugün saat 13:00’da Bitexen ile birlikte ERZTOKEN ön satışına başladı. 💙🤍 Erzurumspor'umuza ve taraftarımıza $ERZ Token hayırlı olsun! 
Ön satışlar 25 Ekim'de (bugün) saat 13:00’da https://t.co/ce4w33TEf7 'da başladı.. @Erzurumspor @bitexencom https://t.co/68xcYDJV0n"
124,acunilicali,#OSesTürkiye yeni bölümüyle bu akşam saat 20.00'de @tv8'de.. @osesturkiye @ebrugundes #BeyazıtÖztürk @muratboz @oguzhankoc #TV8 https://t.co/wk8kxKZvDK
125,acunilicali,I support my brother @iamnickrose and $ern tomorrow for the @shaq drop https://t.co/2ve7pEuc2M
